Compiling models...
Starting GA...
[1;32mWrote molecules to file[0m
         11222460 function calls (10852263 primitive calls) in 73.218 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 text_format.py:1281(_SkipWhitespace)
       44    0.000    0.000    0.000    0.000 enum.py:396(__contains__)
        1    0.000    0.000    0.000    0.000 mobilenet.py:1(<module>)
       42    0.000    0.000    0.000    0.000 base_layer.py:3299(_expects_mask_arg)
       64    0.000    0.000    0.000    0.000 base_layer_utils.py:535(training)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 wide_deep.py:1(<module>)
        2    0.000    0.000    0.002    0.001 saving_utils.py:348(try_build_compiled_arguments)
        1    0.000    0.000    0.001    0.001 multi_worker_test_base.py:1(<module>)
        2    0.000    0.000    0.008    0.004 hashing.py:1(<module>)
      136    0.000    0.000    0.000    0.000 resource_variable_ops.py:542(name)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        6    0.000    0.000    0.000    0.000 policy.py:332(global_policy)
        1    0.000    0.000    0.001    0.001 gce_util.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
       14    0.000    0.000    0.001    0.000 doccer.py:236(unindent_string)
        1    0.000    0.000    0.000    0.000 base_feature_layer.py:1(<module>)
      290    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       28    0.000    0.000    0.001    0.000 base_layer.py:1192(dynamic)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        2    0.000    0.000    0.001    0.000 np_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 recurrent_v2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequence.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _flagvalues.py:1328(__init__)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:1203(from_config)
        1    0.000    0.000    0.002    0.002 queue_runner_impl.py:1(<module>)
        4    0.000    0.000    0.001    0.000 polymorphic_function.py:676(_compiler)
        1    0.000    0.000    0.000    0.000 base_parser.py:88(__init__)
       72    0.000    0.000    0.000    0.000 data_structures.py:169(__init__)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.002    0.001 input_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_saved_model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dct_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _decorators.py:264(deprecate_nonkeyword_arguments)
        9    0.000    0.000    0.000    0.000 _datasource.py:263(_iszip)
        1    0.000    0.000    0.000    0.000 window_ops.py:1(<module>)
        1    0.000    0.000    0.161    0.161 meta_graph.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dtypes.py:597(<genexpr>)
        1    0.000    0.000    0.000    0.000 sql.py:1256(PandasSQL)
        2    0.000    0.000    0.000    0.000 base.py:881(_engine)
        1    0.000    0.000    0.003    0.003 dataset.py:1(<module>)
       32    0.000    0.000    0.000    0.000 transformer.py:127(enter)
       27    0.000    0.000    0.000    0.000 _flagvalues.py:187(register_flag_by_module_id)
        3    0.000    0.000    0.001    0.000 __init__.py:340(__init__)
       10    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        6    0.000    0.000    0.001    0.000 utils.py:208(deprecate)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
        6    0.000    0.000    0.001    0.000 base_rnn.py:405(get_input_spec)
       12    0.000    0.000    0.000    0.000 lstm.py:781(units)
        1    0.000    0.000    0.112    0.112 save_util_v1.py:1(<module>)
        1    0.000    0.000    0.004    0.004 return_statements.py:337(visit_FunctionDef)
       24    0.000    0.000    0.000    0.000 execute.py:148(make_float)
        1    0.000    0.000    0.000    0.000 optimizer.py:34(_BaseOptimizer)
        1    0.000    0.000    0.002    0.002 break_statements.py:1(<module>)
       24    0.000    0.000    0.012    0.000 array_ops.py:824(rank)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       30    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        2    0.000    0.000    0.000    0.000 variable_scope_shim.py:1(<module>)
        2    0.000    0.000    0.009    0.005 saving_utils.py:1(<module>)
      138    0.000    0.000    0.000    0.000 distribution.py:111(<genexpr>)
        1    0.000    0.000    0.002    0.002 sets_impl.py:1(<module>)
       25    0.000    0.000    0.000    0.000 text_format.py:1535(NextToken)
        1    0.000    0.000    0.001    0.001 html.py:1(<module>)
        1    0.000    0.000    4.143    4.143 inverse_qsar_cli.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 np_dtypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:349(_view_wrapper)
        1    0.000    0.000    0.000    0.000 sorting.py:378(nargsort)
        1    0.000    0.000    0.004    0.004 embedding_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:661(NamedTemporaryFile)
        1    0.000    0.000    0.003    0.003 construction.py:423(dict_to_mgr)
        1    0.000    0.000    0.001    0.001 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:589(LossScaleOptimizer)
       20    0.000    0.000    0.000    0.000 tf_utils.py:176(get_shapes)
        2    0.000    0.000    0.000    0.000 frame.py:3758(__getitem__)
       48    0.000    0.000    0.000    0.000 abc.py:110(register)
       20    0.000    0.000    0.002    0.000 activations.py:576(get)
        1    0.000    0.000    0.013    0.013 sidecar_evaluator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_block_lower_triangular.py:1(<module>)
        1    0.000    0.000    0.073    0.073 cluster_coordinator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:3055(Graph)
        1    0.000    0.000    0.000    0.000 readers.py:1449(_get_options_with_defaults)
        2    0.000    0.000    0.001    0.001 compile_utils.py:459(build)
        1    0.000    0.000    0.001    0.001 base_metric.py:1(<module>)
       24    0.000    0.000    0.030    0.001 backend.py:5152(<genexpr>)
        1    0.000    0.000    0.000    0.000 gen_checkpoint_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:526(_initialize_logical_devices)
        1    0.000    0.000    0.001    0.001 mirrored_run.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extension_type_field.py:1(<module>)
       11    0.000    0.000    0.002    0.000 templates.py:271(<listcomp>)
        1    0.000    0.000    0.001    0.001 tf_export.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:29(_build_update_table)
       72    0.000    0.000    0.000    0.000 distribute_lib.py:3655(variable_created_in_scope)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:58(_gen_filter_tuples)
        1    0.000    0.000    0.011    0.011 readers.py:571(_read)
        1    0.000    0.000    0.000    0.000 period.py:79(PeriodIndex)
        1    0.000    0.000    0.005    0.005 defmatrix.py:1(<module>)
        1    0.000    0.000    0.008    0.008 RDConfig.py:1(<module>)
      100    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.120    0.060 input_layer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 losses_utils.py:1(<module>)
        1    0.000    0.000    0.026    0.026 audio_microfrontend_op.py:1(<module>)
        1    0.000    0.000    0.001    0.001 variables.py:276(Variable)
        1    0.000    0.000    0.000    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.003    0.003 indexed_slices.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_spec.py:1(<module>)
        1    0.000    0.000    0.002    0.002 convert_phase.py:1(<module>)
        1    0.000    0.000    0.002    0.002 data_flow_grad.py:1(<module>)
        1    0.000    0.000    0.005    0.005 tensor_array_ops.py:1(<module>)
      179    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 student_t.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _parser.py:1(<module>)
       21    0.000    0.000    0.000    0.000 string_GA.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 traceback_utils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nadam.py:1(<module>)
       22    0.000    0.000    0.000    0.000 functional.py:1141(<listcomp>)
        2    0.000    0.000    0.000    0.000 common.py:280(_get_filepath_or_buffer)
       12    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        2    0.000    0.000    0.000    0.000 blocks.py:2282(to_native_types)
       76    0.000    0.000    0.000    0.000 layer_utils.py:698(arg_was_passed)
        3    0.000    0.000    0.001    0.000 inspect.py:932(findsource)
       61    0.000    0.000    0.000    0.000 {method 'set_getattr_callback' of 'fast_module_type.FastModuleType' objects}
       38    0.000    0.000    0.000    0.000 generic_utils.py:509(validate_kwargs)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
      260    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.004    0.004 utils_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 npyio.py:736(_ensure_ndmin_ndarray)
       44    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        6    0.000    0.000    0.003    0.001 base_metric.py:114(__init__)
       24    0.000    0.000    0.000    0.000 op_def_library.py:841(<listcomp>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
      226    0.000    0.000    0.000    0.000 inspect.py:485(<lambda>)
        1    0.000    0.000    0.001    0.001 saveable_object_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        2    0.000    0.000    0.002    0.001 loss_scale.py:1(<module>)
       72    0.000    0.000    0.000    0.000 tensor_array_ops.py:491(element_shape)
        1    0.000    0.000    0.006    0.006 _defines.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _io.py:1(<module>)
        1    0.000    0.000    0.001    0.001 py_checkpoint_reader.py:1(<module>)
       68    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       12    0.000    0.000    0.002    0.000 dropout_rnn_cell_mixin.py:170(_generate_dropout_mask)
       22    0.000    0.000    0.000    0.000 base_layer.py:1145(_get_unnested_name_scope)
        6    0.000    0.000    0.000    0.000 tf_utils.py:183(convert_shapes)
        1    0.000    0.000    0.001    0.001 snapshot.py:1(<module>)
        1    0.000    0.000    0.006    0.006 readers.py:1703(_make_engine)
        4    0.000    0.000    0.002    0.000 common.py:1147(_is_binary_mode)
       14    0.000    0.000    0.000    0.000 core.py:8215(getdoc)
        7    0.000    0.000    0.000    0.000 dataclasses.py:393(_recursive_repr)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:1(<module>)
       56    0.000    0.000    0.000    0.000 activity.py:544(<listcomp>)
        2    0.000    0.000    0.000    0.000 cast.py:1291(maybe_cast_to_datetime)
        1    0.000    0.000    0.002    0.002 tpu_embedding_base.py:1(<module>)
      102    0.000    0.000    0.000    0.000 selections.py:266(<listcomp>)
       34    0.000    0.000    0.000    0.000 variables.py:1070(_OverloadOperator)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       96    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(compat)
        6    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
       29    0.000    0.000    0.000    0.000 generic_utils.py:540(__init__)
        1    0.000    0.000    0.002    0.002 d_checkpoint.py:1(<module>)
       60    0.000    0.000    0.000    0.000 tensor_array_ops.py:487(dtype)
        1    0.000    0.000    0.000    0.000 timedeltas.py:81(TimedeltaArray)
       24    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
    63/27    0.000    0.000    0.000    0.000 typing.py:329(<genexpr>)
        6    0.000    0.000    0.003    0.000 dropout.py:81(__init__)
        2    0.000    0.000    0.048    0.024 compile_utils.py:1(<module>)
        6    0.000    0.000    0.000    0.000 backend.py:1173(unique_object_name)
        1    0.000    0.000    0.001    0.001 load_library.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_identity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_tridiag.py:1(<module>)
       46    0.000    0.000    0.000    0.000 ops.py:7142(_op_to_colocate_with)
       18    0.000    0.000    0.000    0.000 _datasource.py:103(_load)
        1    0.000    0.000    0.017    0.017 layout_map.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 save_options.py:23(VariablePolicy)
        4    0.000    0.000    0.000    0.000 base.py:54(shape)
        1    0.000    0.000    0.001    0.001 gradients_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       21    0.000    0.000    0.000    0.000 dataclasses.py:450(_field_init)
        1    0.000    0.000    0.001    0.001 csvs.py:306(_save_chunk)
        1    0.000    0.000    0.001    0.001 tf_record.py:1(<module>)
       48    0.000    0.000    0.000    0.000 control_flow_ops.py:446(_convert_tensorarray_to_flow)
       72    0.000    0.000    0.000    0.000 control_flow_util.py:209(GetContainingXLAContext)
